KINETIC_KINEMATIC::RFT::DistEndPos
File	Frame	X 	Y 	Z 
 - 	355	0.989769	0.224293	0.144583
 - 	356	0.990023	0.224126	0.144742
 - 	357	0.990066	0.224130	0.144869
 - 	358	0.990068	0.224152	0.144773
 - 	359	0.990088	0.224143	0.144689
 - 	360	0.990085	0.224155	0.144599
 - 	361	0.990087	0.224169	0.144725
 - 	362	0.990374	0.223958	0.144652
 - 	363	0.990381	0.223958	0.144599
 - 	364	0.990357	0.224012	0.144539
 - 	365	0.990359	0.224028	0.144474
 - 	366	0.990346	0.224025	0.144389
 - 	367	0.990364	0.224010	0.144316
 - 	368	0.990628	0.223803	0.144257
 - 	369	0.990577	0.223796	0.144198
 - 	370	0.990529	0.223829	0.144146
 - 	371	0.990524	0.223843	0.144108
 - 	372	0.990534	0.223810	0.144061
 - 	373	0.990567	0.223769	0.144018
 - 	374	0.990788	0.223563	0.144001
 - 	375	0.990699	0.223581	0.143976
 - 	376	0.990593	0.223595	0.143965
 - 	377	0.990480	0.223598	0.143960
 - 	378	0.990348	0.223575	0.143979
 - 	379	0.990245	0.223502	0.144016
 - 	380	0.990317	0.223292	0.144088
 - 	381	0.990114	0.223353	0.144188
 - 	382	0.989946	0.223475	0.144560
 - 	383	0.989843	0.223614	0.144905
 - 	384	0.989685	0.223788	0.145233
 - 	385	0.989579	0.223945	0.145505
 - 	386	0.989611	0.223836	0.145706
 - 	387	0.989523	0.223974	0.145888
 - 	388	0.989512	0.224196	0.146022
 - 	389	0.989497	0.224398	0.146121
 - 	390	0.989573	0.224587	0.146157
 - 	391	0.989658	0.224733	0.146108
 - 	392	0.989834	0.224515	0.146024
 - 	393	0.989759	0.224580	0.145972
 - 	394	0.989612	0.224647	0.145897
 - 	395	0.989510	0.224716	0.145858
 - 	396	0.989435	0.224704	0.145854
 - 	397	0.989326	0.224661	0.145850
 - 	398	0.989161	0.224350	0.145820
 - 	399	0.988929	0.224494	0.145856
 - 	400	0.988693	0.224749	0.145927
 - 	401	0.988404	0.225005	0.145988
