KINETIC_KINEMATIC::LFT::DistEndPos
File	Frame	X 	Y 	Z 
 - 	584	7.341451	-3.438380	0.155163
 - 	585	7.337182	-3.437395	0.153942
 - 	586	7.332315	-3.436027	0.152681
 - 	587	7.327025	-3.434528	0.151353
 - 	588	7.321368	-3.433168	0.149971
 - 	589	7.315902	-3.432010	0.148692
 - 	590	7.309836	-3.430781	0.147475
 - 	591	7.306577	-3.428803	0.146413
 - 	592	7.306173	-3.425561	0.145587
 - 	593	7.307909	-3.420469	0.145421
 - 	594	7.313758	-3.413158	0.145733
 - 	595	7.319493	-3.404927	0.147734
 - 	596	7.324260	-3.395832	0.150392
 - 	597	7.333025	-3.384061	0.153759
 - 	598	7.341554	-3.370369	0.157790
 - 	599	7.348393	-3.355742	0.162679
 - 	600	7.353630	-3.340579	0.168115
 - 	601	7.357759	-3.325007	0.174058
 - 	602	7.358669	-3.309341	0.180550
 - 	603	7.360799	-3.293758	0.187351
 - 	604	7.362615	-3.278209	0.194471
 - 	605	7.364939	-3.262705	0.201807
 - 	606	7.368399	-3.247152	0.209278
 - 	607	7.373176	-3.231767	0.216644
 - 	608	7.377810	-3.216919	0.223890
 - 	609	7.383856	-3.202808	0.230597
 - 	610	7.389859	-3.189524	0.236879
 - 	611	7.395520	-3.177125	0.242626
 - 	612	7.401219	-3.165633	0.247608
 - 	613	7.407511	-3.155012	0.251783
 - 	614	7.414639	-3.145358	0.255336
 - 	615	7.422397	-3.136539	0.257882
 - 	616	7.429859	-3.128798	0.259445
 - 	617	7.436418	-3.122326	0.259811
 - 	618	7.441904	-3.117433	0.258749
 - 	619	7.446132	-3.114091	0.256021
 - 	620	7.449896	-3.112077	0.251714
 - 	621	7.453368	-3.110596	0.246310
 - 	622	7.458353	-3.108288	0.240763
 - 	623	7.459515	-3.105465	0.236990
 - 	624	7.460875	-3.101401	0.231910
 - 	625	7.458690	-3.098020	0.226489
 - 	626	7.457746	-3.094615	0.221038
